Year,Rank,Title,Artist,First Feature,Second Feature,Genres,Duration,Popularity,Spotify ID
2006,23,Dani California,Red Hot Chili Peppers,,,"funk rock, alternative rock, rock",4:42,75,10Nmj3JCNoMeBQ87uw5j8k
2006,24,Snap Yo Fingers,Lil Jon,E-40,Sean Paul,crunk,4:34,66,6o3s08kk2fQI37vxGZDrJ1
2006,25,"Lean Wit It, Rock Wit It",Dem Franchize Boyz,Peanut,Charlay,"crunk, southern hip hop",3:49,57,7cVmKBwzPsh4Fmb6SplfEm
2006,26,What Hurts The Most,Rascal Flatts,,,country,3:34,68,4bVuIlGQBMWS7vIhcx8Ae4
2006,27,How to Save a Life,The Fray,,,,4:22,80,5fVZC9GiM4e8vu99W0Xf6J
2006,28,Unfaithful,Rihanna,,,,3:46,68,13xxBnXOuiBxVxJI458B0i
2006,29,Chasing Cars,Snow Patrol,,,,4:27,80,5hnyJvgoWiQUYZttV4wXy6
2006,30,Lips Of An Angel,Hinder,,,post-grunge,4:21,73,40LQiUUUKXVGyNs09lHVjW
2006,31,Everytime We Touch,Cascada,,,"eurodance, europop",3:17,73,5YJtMNWKe55yr49cyJgxva
2006,32,Ain't No Other Man,Christina Aguilera,,,,3:48,59,7huo2wvrCgRucUsjdSDLQV
2006,33,"Dance, Dance",Fall Out Boy,,,"emo, pop punk",3:00,75,0a7BloCiNzLDD9qSQHh5m7
2006,34,Gold Digger,Kanye West,Jamie Foxx,,rap,3:27,78,1PS1QMdUqOal0ai3Gt7sDQ
2006,35,Money Maker,Ludacris,Pharrell Williams,,southern hip hop,3:50,56,2JpUkUR0OsOlUUfm6iS8ic
2006,36,Ms. New Booty,Bubba Sparxxx,Ying Yang Twins,Mr. Collipark,"country hip hop, southern hip hop",4:40,42,01yJb0xHAvf0Sac9eJBy6O
2006,37,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,Keyshia Cole,,dancehall,4:03,50,6k8uthjEbttfWXcGaNTQGD
2006,38,Photograph,Ed Sheeran,,,soft pop,4:18,82,1HNkqx9Ahdgi1Ixy2xkKkL
2006,39,Because Of You,Ne-Yo,,,,4:26,74,6CFPFnS9EcLs2I0nWqtWci
2006,40,Stickwitu,The Pussycat Dolls,,,,3:27,59,4NjR63Up0uMkQBlKvlZd1l
2006,41,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Mike Jones,,,3:59,63,2QurCbkPO14pjrikPNja0h
2006,42,My Humps,Black Eyed Peas,,,,5:26,64,19JdbdEwQI7bCxefMokZO8
2006,43,Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,Holly Brook,Jonah Matranga,rap rock,3:51,52,7pAT4dOUzjq8Ziap5ShIqC
2006,44,Yo (Excuse Me Miss),Chris Brown,,,r&b,3:49,72,7DFnq8FYhHMCylykf6ZCxA
2006,45,Walk Away,James Gang,,,"classic rock, southern rock",3:32,51,65aeHyw8GdHFwmEvdSns21
2006,46,Laffy Taffy,D4L,,,"crunk, southern hip hop",3:44,65,2ajhenDRiiAnCHHjsIOHhJ
2006,47,What You Know,Two Door Cinema Club,,,"indie, indietronica",3:11,77,4iZxeyibg6w4EFCOoAQ6Eh
2006,48,Dirty Little Secret,The All-American Rejects,,,"pop punk, emo",3:13,69,5lDriBxJd22IhOH9zTcFrV
2006,49,Savin' Me,Nickelback,,,"post-grunge, rock",3:39,64,4Gd9PUEuOTOJtbgd4YxLXM
2006,50,Don't Forget About Us - Radio Edit,Mariah Carey,,,christmas,3:53,56,1HkVSmzBbdZ5Bzdd00IZgh
2006,51,Sexy Love,Ne-Yo,,,,3:40,69,10aWGOqSDBqvNzJ9NeKDbK
2006,52,U and Dat (feat. T. Pain & Kandi Girl),E-40,T-Pain,Kandi Girl,"hyphy, west coast hip hop, g-funk",3:22,60,7g7M96UGiA7OR79H86gV4m
2006,53,Far Away,Nickelback,,,"post-grunge, rock",3:58,67,0ADZ5dmXhlfzjMw6lefoPl
2006,54,What's Left Of Me,Grace VanderWaal,,,,3:15,53,2KCHayVgv4Svp1ETPNsk7l
2006,55,So What,P!nk,,,,3:35,75,0JiY190vktuhSGN6aqJdrt
2006,56,Do It To It,ACRAZE,Cherish,,tech house,2:37,75,20on25jryn53hWghthWWW3
2006,57,Black Horse And The Cherry Tree,KT Tunstall,,,,2:52,61,0qAMjeQFyd1qD0LDiV8gWp
2006,58,There It Go (The Whistle Song),Juelz Santana,,,,3:00,59,0f7gbjwkZOs9loj2fr0lGH
2006,59,Shoulder Lean (feat. T.I.),Young Dro,T.I.,,"southern hip hop, crunk",4:18,55,2OqYarizUUGzSSNHPrDEii
2006,60,Unpredictable (feat. Ludacris) - Main,Jamie Foxx,Ludacris,,,3:39,50,3UNrtRxBBlWE70SjxnOo02
2006,61,My Love Mine All Mine,Mitski,,,,2:17,87,3vkCueOmm7xQDoJ17W1Pm3
2006,62,Shake That,Eminem,Nate Dogg,,"rap, hip hop",4:34,71,0fGh0trRN1xz3s41r7V5ce
2006,63,Pullin' Me Back,Chingy,Tyrese,,crunk,3:54,61,5hF2LnbkpnXCkksMSeWcxZ
2006,64,Bossy (feat. Too $hort),Kelis,Too $hort,,,4:32,44,37t0Qym2FUMXwoEfeFDEYa
2006,65,Chain Hang Low,Jibbs,,,crunk,3:27,54,0tYPj0NYa7vjlJaqlRSnJb
2006,66,Smack That,Akon,Eminem,,,3:32,82,2kQuhkFX7uSVepCD3h29g5
2006,67,One Wish,Ray J,,,,5:37,64,2TFsx3B0hLSSTambrudXs3
2006,68,"Sugar, We're Goin Down",Fall Out Boy,,,"emo, pop punk",3:49,76,2TfSHkHiFO4gRztVIkggkE
2006,69,Gimme That,Bravo the Bagchaser,Peysoh,,,2:35,51,6dd1Nt9L9OYDi132cLgiEl
2006,70,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",Yung Joc,"Brandy ""Ms. B"" Hambrick",,"crunk, southern hip hop",4:01,53,6giYNaycmjkbf7UmZ6RGtL
2006,71,Who Says You Can't Go Home,Bon Jovi,Jennifer Nettles,,glam metal,3:50,53,5439qJTu5mVH9aeriwp03u
2006,72,Too Little Too Late,JoJo,,,,3:41,70,6BxGP8hwjuKKka0J7vvtEd
2006,73,Touch It,Busta Rhymes,,,east coast hip hop,3:34,55,3HVJbdz0V402U5YggQK4Ao
2006,74,Rompe,Daddy Yankee,,,"reggaeton, latin",3:08,73,4Xtlw8oXkIOvzV7crUBKeZ
2006,75,Deja Vu,J. Cole,,,rap,4:24,66,6I6NX6tjGsxFAsIfGzY9lJ
2006,76,Life is a Highway,Rascal Flatts,,,country,4:35,71,5gB2IrxOCX2j9bMnHKP38i
2006,77,Call Me When You're Sober,Evanescence,,,alternative metal,3:34,68,663Karu2rvKLdnY0eo1n3M
2006,78,"Jesus, Take the Wheel",Carrie Underwood,,,country,3:46,59,3lec3CzDPAxsZokPph5w87
2006,79,Show Stopper,Danity Kane,,,,3:49,51,5FRIqUXfTazrtRmYEGO4G0
2006,80,Get Up (feat. Chamillionaire),Ciara,Chamillionaire,,,4:21,62,3rKCDtV8UcF0RytSiXxypc
2006,81,We Be Burnin',Sean Paul,,,dancehall,3:35,62,4kOTDj4SiZPkW1p96WMDNv
2006,82,Hate Me (with Juice WRLD),Ellie Goulding,Juice WRLD,,,3:06,67,6kls8cSlUyHW2BUOkDJIZE
2006,83,You And Me,Lifehouse,,,post-grunge,3:15,73,0815caqt2Lytro5EIzMufT
2006,84,Beeper Funk - Slowed,DJ Paulinho Mondi Da Baixa Baviera,Mc Vitorioso,,"phonk, brazilian funk",1:43,69,02WKo37gebkkQKor2TCuTk
2006,85,I Think They Like Me - Remix,Dem Franchize Boyz,Jermaine Dupri,Da Brat,"crunk, southern hip hop",4:42,46,5a4AQWs84xeEyYUd1iC2Pn
2006,86,Say Goodbye,Lodoni,,,,1:46,39,4ZupptVA3E4qDnx90cIM9G
2006,87,Waiting On the World to Change,John Mayer,,,singer-songwriter,3:21,72,5imShWWzwqfAJ9gXFpGAQh
2006,88,Soul Survivor,Jeezy,Akon,,"southern hip hop, crunk, rap, gangster rap",4:40,63,0Ss50OU9tCozI7JIywkv14
2006,89,Pump It,Black Eyed Peas,,,,3:33,67,6btyEL6NwUa97Nex9cZFvo
2006,90,When I'm Gone,3 Doors Down,,,post-grunge,4:20,72,3WbphvawbMZ8FyqDxYGdSQ
2006,91,Hung Up,Madonna,,,,5:37,75,3850dYVgOFIXJh5U4BFEWH
2006,92,Stay Fly,Three 6 Mafia,,,"memphis rap, southern hip hop, crunk, horrorcore, gangster rap",3:56,66,5MYFw4T2gy52pOGBN4EYHS
2006,93,Love,Keyshia Cole,,,r&b,4:15,79,0W4NhJhcqKCqEP2GIpDCDq
2006,94,When You're Mad,Ne-Yo,,,,3:42,55,5FXOEdfNW7nYQrBWtW49Cl
2006,95,Why You Wanna,T.I.,,,southern hip hop,3:35,53,1g0oI97rPdYuWDIpkbtQdv
2006,96,Stupid Girls,P!nk,,,,3:17,53,1Ab6RxeKl3e07zP7Get7CX
2006,97,Feel Good Inc.,Gorillaz,,,,3:42,85,0d28khcov6AiegSCpG5TuT
2006,98,I'm Sprung,T-Pain,,,,3:51,71,0DLOyyQvwPTSDKuhpzMMwA
2006,99,Do I Make You Proud,Taylor Hicks,,,,4:08,22,2jv9Ppwz9u3lqWfXV0q2sW
2006,100,For You I Will (Confidence),Kidz Bop Kids,,,children's music,3:50,2,43q9QXWgnB6b4qRq60CO0N
2007,1,Irreplaceable,Beyoncé,,,,3:47,70,6RX5iL93VZ5fKmyvNXvF1r
2007,2,Umbrella,Rihanna,JAY-Z,,,4:35,81,49FYlytm3dAAraYgpoJZux
2007,3,The Sweet Escape,Gwen Stefani,Akon,,,4:06,72,66ZcOcouenzZEnzTJvoFmH
2007,4,Big Girls Don't Cry (Personal),Fergie,,,,4:28,64,4AniPkv5vgdE1n6VKreiyI
2007,5,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Yung Joc,,,3:47,75,1tkMs9wDPknQ3ZHcKDw1ES
2007,6,Before He Cheats,Carrie Underwood,,,country,3:19,75,0ZUo4YjG4saFnEJhdWp9Bt
2007,7,Hey There Delilah,Plain White T's,,,,3:52,76,4RCWB3V8V0dignt99LZ8vH
2007,8,I Wanna Love You,Akon,Snoop Dogg,,,4:06,64,1OKvqRUG3QbaqLWGn7bhzF
2007,9,Say It Right,Nelly Furtado,,,,3:43,79,2aI21FnmY7TJVKeMaoQZ0t
2007,10,Glamorous,Fergie,Ludacris,,,4:06,68,4KTtYhxFtFL7mBwnjkKfLm
2007,11,Don't Matter,Derik Fein,,,,3:20,67,5K2YU3ENuytMsx9bfJOFrw
2007,12,Girlfriend,Avril Lavigne,,,,3:36,73,45hOioMDJktr86iKDHC8gr
2007,13,Makes Me Wonder,Maroon 5,,,pop,3:31,56,1lHXlGlve5Zx8tXLhyjDwM
2007,14,Party Like A Rockstar - (Choppa Dunks Remix),SHOP BOYZ,Choppa Dunks,,,3:34,33,07SajbxT3mMTKhbkGjVMBW
2007,15,Smack That,Akon,Eminem,,,3:32,82,2kQuhkFX7uSVepCD3h29g5
2007,16,This Is Why I'm Hot,MiMS,,,,4:13,56,0AA6zq5ArZ1sSH7VIMi4NK
2007,17,It's Not Over,Daughtry,,,,3:35,64,234RqTZmnDTnxWlVciXHLD
2007,18,The Way I Are,Timbaland,Keri Hilson,D.O.E.,,2:59,81,2bLqfJjuC5syrsgDsZfGmn
2007,19,Fergalicious,Fergie,will.i.am,,,4:52,65,1D066zixBwqFYqBhKgdPzp
2007,20,Crank That (Soulja Boy),Soulja Boy,,,,3:41,74,66TRwr5uJwPt15mfFkzhbi
2007,21,Give It To Me,Timbaland,Justin Timberlake,Nelly Furtado,,3:54,74,0wbDgMuAoy7O7pL3a69uZx
2007,22,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,,,,7:28,71,3pD0f7hSJg2XdQ6udw5Tey
2007,23,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,,,,4:03,73,2Lhdl74nwwVGOE2Gv35QuK
2007,24,How to Save a Life,The Fray,,,,4:22,80,5fVZC9GiM4e8vu99W0Xf6J
2007,25,Home,Edward Sharpe & The Magnetic Zeros,,,,5:03,62,2x1jP9BexWtOKudvuUHbaD
2007,26,My Love Mine All Mine,Mitski,,,,2:17,87,3vkCueOmm7xQDoJ17W1Pm3
2007,27,Stronger,Kanye West,,,rap,5:11,79,0j2T0R9dR9qdJYsB7ciXhf
2007,28,We Fly High - Ballin',Jim Jones,,,,3:54,43,6itF8MROxH2MKs5oBuvUTz
2007,29,U + Ur Hand,P!nk,,,,3:34,63,1iOJQhxKSJ7dg3Dk03yPnl
2007,30,Walk It Out,Unk,,,"crunk, southern hip hop",2:53,59,0JPntF36B28bSTUkjplyNd
2007,31,Beautiful Girls,Sean Kingston,,,,3:45,78,1hGy2eLcmC8eKx7qr1tOqx
2007,32,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,,,"emo, pop punk",3:32,69,1oagRT7LfpVlNJN6FSZDGp
2007,33,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,Rehab,,,country hip hop,3:49,59,1gewemPOUilb21s7CfMS55
2007,34,"Pop, Lock & Drop It",Huey,,,crunk,4:23,47,19UUPNx5jccGgQ2GCIZkww
2007,35,Runaway Love,Linda Clifford,,,post-disco,9:48,20,5gkmXJ8Jgwb1eRBNXj8Ufh
2007,36,Rockstar,Nickelback,,,"post-grunge, rock",4:12,62,6n9yCXvLhnYMgJIiIcMu7D
2007,37,Thnks fr th Mmrs,Fall Out Boy,,,"emo, pop punk",3:23,77,3Zwu2K0Qa5sT6teCCHPShP
2007,38,What I've Done,Linkin Park,,,"nu metal, rap metal, rock, alternative metal",3:25,80,18lR4BzEs7e3qzc0KVkTpU
2007,39,Summer Love,Justin Timberlake,,,,4:12,65,1MBM7CyZbwJpVbbZJnHHRg
2007,40,You,Lloyd,Lil Wayne,,r&b,4:33,75,5Y77SQxEr1eiofPeUTPHxM
2007,41,Wait For You,Myles Smith,,,,3:21,73,0JjecOzaIzBTfIY35QGmgw
2007,42,Last Night,Morgan Wallen,,,country,2:43,75,59uQI0PADDKeE6UZDTJEe8
2007,43,Make It Rain,Foy Vance,,,,4:51,44,6eoilldRAmDz7IOEvFizIW
2007,44,Make Me Better,Fabolous,Ne-Yo,,,4:13,57,0YkJU6TjjwzsVXUPRIO0DB
2007,45,Ice Box,Omarion,,,r&b,4:16,57,5qhlC4Rzals34zxovrPzKp
2007,46,Lips Of An Angel,Hinder,,,post-grunge,4:21,73,40LQiUUUKXVGyNs09lHVjW
2007,47,Waiting On the World to Change,John Mayer,,,singer-songwriter,3:21,72,5imShWWzwqfAJ9gXFpGAQh
2007,48,Lost Without U,Robin Thicke,,,,4:14,63,4V2F0DZrAXOWq9hkwMMG3x
2007,49,I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,T.I.,T-Pain,r&b,5:30,57,6w1DBbA8akxHPiBQ6nAyJq
2007,50,If Everyone Cared - 2020 Remaster,Nickelback,,,"post-grunge, rock",3:37,61,0SRqIW98aSU2w3pAdKUMGB
2007,51,Get It Shawty,Lloyd,,,r&b,3:29,63,2a03afRiyAbNAleOByVju4
2007,52,Face Down,The Red Jumpsuit Apparatus,,,"pop punk, emo",3:12,74,4wzjNqjKAKDU82e8uMhzmr
2007,53,The Way I Live,Baby Boy Da Prince,Boosie Badazz,,,5:24,54,68Zq7PMcPIQE8ol1x3gAqw
2007,54,Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,Chris Brown,Johnta Austin,r&b,4:28,60,6oUGAx0vkBcnGzYkvw0ZsA
2007,55,It Ends Tonight,The All-American Rejects,,,"pop punk, emo",4:04,57,1FMHNVeJ9s1x1l1WlaRs2I
2007,56,A Bay Bay,Hurricane Chris,,,"southern hip hop, crunk",5:06,42,6oaRryJqMWpEHt99ViMX0c
2007,57,Because Of You,Ne-Yo,,,,4:26,74,6CFPFnS9EcLs2I0nWqtWci
2007,58,I Tried,Bone Thugs-N-Harmony,Akon,,"gangster rap, g-funk",4:47,60,2elA6JLRaQ6iB7hxiuTKN4
2007,59,Welcome to the Black Parade,My Chemical Romance,,,"emo, pop punk",5:11,76,5wQnmLuC1W7ATsArWACrgW
2007,60,Shawty (feat. T Pain),Plies,T-Pain,,southern hip hop,4:15,59,0mYoKqA23wUUj7BTEgNzjg
2007,61,Chasing Cars,Snow Patrol,,,,4:27,80,5hnyJvgoWiQUYZttV4wXy6
2007,62,Beautiful Liar,Beyoncé,Shakira,,,3:19,67,2HWWNoWEEEECwZhAiLg7ib
2007,63,SexyBack (feat. Timbaland),Justin Timberlake,Timbaland,,,4:02,79,0O45fw2L5vsWpdsOdXwNAR
2007,64,Keep Holding On,Avril Lavigne,,,,3:59,60,4UPcXTh26ilb7owtuyHqNI
2007,65,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,,,musicals,3:43,75,0qcr5FMsEO85NAQjrlDRKo
2007,66,Apologize,Timbaland,OneRepublic,,,3:04,72,6ucR4KfvsBFWCMVFDvyKKl
2007,67,Bubbly,Colbie Caillat,,,,3:16,65,0rFOs9paloAvEtzwDX1Kmc
2007,68,Like A Boy,Priscilla Block,,,country,3:43,42,1ibBdYjfVVqFOA04Q0NnJ6
2007,69,Who Knew - Edit,P!nk,,,,3:28,75,2hns6Dv29Yrg68AVTJiAyA
2007,70,Never Again,Russ,,,,3:33,59,4XkCSv4XGYhVoPu3lGjHLs
2007,71,Promise,Laufey,,,,3:54,77,08PdFBcXzpkn1cWNgmKqhn
2007,72,Bed Chem,Sabrina Carpenter,,,,2:51,87,1UHS8Rf6h5Ar3CDWRd3wjF
2007,73,Throw Some D's,Rich Boy,Polow Da Don,,"southern hip hop, crunk",4:23,56,6SmPPtaMnfxgz5duA6t9Cu
2007,74,Rehab (Winter In Paris),Brent Faiyaz,,,r&b,3:00,71,0zWbYGQq5O1KQd0iqzgjP6
2007,75,Big Things Poppin' (Do It) - Instrumental,T.I.,,,southern hip hop,4:49,19,0eMdAjfAfGS1AoeXgiyGXP
2007,76,No One Noticed,The Marías,,,bedroom pop,3:56,87,3siwsiaEoU4Kuuc9WKMUy5
2007,77,The Great Escape,BOYS LIKE GIRLS,,,"pop punk, emo, emo pop",3:26,59,56Tl3UgyZTqfZtvFNS31wm
2007,78,2 Step,Unk,,,"crunk, southern hip hop",3:15,44,3rALMatm3fRoubDlouWRpi
2007,79,Walk Away (Remember Me) (feat. The DEY),Paula DeAnda,The DEY,,,3:58,51,0Sc9UwBpChiRKRF8DKvWKZ
2007,80,Go Getta,Jeezy,R. Kelly,,"southern hip hop, crunk, rap, gangster rap",3:49,48,03b1NUHnoavfpLLKcEMfIb
2007,81,Here (In Your Arms),Hellogoodbye,,,,4:00,56,1GV98LUEVk1U3LWAkX2Apw
2007,82,On the Hotline - Amended Version,Pretty Ricky,,,r&b,4:02,57,1zyqZONW985Cs4osz9wlsu
2007,83,Wind It Up,Gwen Stefani,,,,3:09,50,1GeECVH4Msg1zLm8DExkbH
2007,84,Cyclone (feat. T-Pain) - Main,Baby Bash,T-Pain,,,3:42,63,0x1LCpY9Rgeq97VPajm81B
2007,85,Break It Off,PinkPantheress,,,bedroom pop,1:35,61,0DwVfCYLrVXgvejYbWwZAd
2007,86,First Time,TEEKS,,,,5:09,46,5opWaIeDfBClUVlde1kvO4
2007,87,Ayo Technology,50 Cent,Justin Timberlake,Timbaland,east coast hip hop,4:07,57,36Hwcla06Q5BCr59CL0sBp
2007,88,Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,T-Pain,Johnta Austin,r&b,3:58,54,3LGeYNY9aWQuBJovOOowqm
2007,89,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,,,,3:23,59,7zMcNqs55Mxer82bvZFkpg
2007,90,Shut Up And Drive,Rihanna,,,,3:32,68,4Tn2llBm1g0UlWctmgPL8Z
2007,91,Snow (Hey Oh),Red Hot Chili Peppers,,,"funk rock, alternative rock, rock",5:34,76,2aibwv5hGXSgw7Yru8IYTO
2007,92,Money Maker,Ludacris,Pharrell Williams,,southern hip hop,3:50,56,2JpUkUR0OsOlUUfm6iS8ic
2007,93,Kiss Kiss (feat. T-Pain),Chris Brown,T-Pain,,r&b,4:10,72,3wKKkGVn7cVSfgPeYYIiXG
2007,94,Far Away,Nickelback,,,"post-grunge, rock",3:58,67,0ADZ5dmXhlfzjMw6lefoPl
2007,95,Rock Yo Hips,Crime Mob,,,"crunk, southern hip hop",3:46,57,76dZuMVXjIyLPRLv00skGd
2007,96,LoveStoned / I Think She Knows (Interlude),Justin Timberlake,,,,7:24,55,5iyE2d4U3Vc5cqY9mPTlpy
2007,97,Better Than Me,Doja Cat,,,,3:22,55,1ZiJGdjNtvgngdT3wRKVqS
2007,98,Paralyzer,Finger Eleven,,,,3:28,74,28IEbk5a7twNTbUEvWslUb
2007,99,That's That,lou deezi,,,,2:29,55,08ZPPS44d64Vv7HnCy96a2
2007,100,Same Girl (with Usher),R. Kelly,USHER,,r&b,4:12,59,6OSmeoh8kXhCfz9WqvzDoJ
2008,1,Low (feat. T-Pain),Flo Rida,T-Pain,,,3:51,79,0CAfXk7DXMnon4gLudAp7J
2008,2,Bleeding Love,Leona Lewis,,,,4:22,77,7wZUrN8oemZfsEd1CGkbXE
2008,3,No One Noticed,The Marías,,,bedroom pop,3:56,87,3siwsiaEoU4Kuuc9WKMUy5
2008,4,Lollipop,The Chordettes,,,doo-wop,2:10,58,0ZOuues7b9AgBOJ0YRZMLR
2008,5,Apologize,Timbaland,OneRepublic,,,3:04,72,6ucR4KfvsBFWCMVFDvyKKl
2008,6,No Air (feat. Chris Brown),Jordin Sparks,Chris Brown,,,4:24,71,1jUA4rb6ZCv4gby4YU53xq
2008,7,Love Songs - Bonus,Kaash Paige,,,,2:28,80,6qL5UWxRSQYml9O99ozoLv
2008,8,Love in This Club (feat. Young Jeezy),USHER,Jeezy,,r&b,4:19,73,5j0McHPthKpOXRr3fBq8M0
2008,9,With You,Chris Brown,,,r&b,4:12,76,5Lgcn7u07bHuqbOtXkN62u
2008,10,Forever Young,Alphaville,,,synthpop,3:46,81,4S1VYqwfkLit9mKVY3MXoo
2008,11,Sexy Can I,Ray J,Yung Berg,,,3:24,61,1LnATvtXXioQNPeKTT4x9T
2008,12,Take A Bow,Rihanna,,,,3:49,73,3goSVuTt3fDYDP6kRnFwuL
2008,13,Viva La Vida,Coldplay,,,,4:02,86,1mea3bSkSGXuIRvnydlB5b
2008,14,I Kissed A Girl,Katy Perry,,,pop,2:59,68,005lwxGU1tms6HGELIcUv9
2008,15,Whatever You Like,T.I.,,,southern hip hop,4:09,73,1IAzD1muglOxOcPbUHs70R
2008,16,Disturbia,Rihanna,,,,3:58,77,2VOomzT6VavJOGBeySqaMc
2008,17,Don't Stop The Music,Rihanna,,,,4:27,80,0ByMNEPAPpOR5H69DVrTNy
2008,18,Pocketful of Sunshine,Natasha Bedingfield,,,,3:22,74,1uigwk5hNV84zRd5YQQRTk
2008,19,Kiss Kiss (feat. T-Pain),Chris Brown,T-Pain,,r&b,4:10,72,3wKKkGVn7cVSfgPeYYIiXG
2008,20,Closer,The Chainsmokers,Halsey,,,4:04,85,7BKLCZ1jbUBVqRi2FVlTVw
2008,21,Bubbly,Colbie Caillat,,,,3:16,65,0rFOs9paloAvEtzwDX1Kmc
2008,22,Touch My Body,Mariah Carey,,,christmas,3:24,70,2aEuXA1KswHlCGPOuPmCOW
2008,23,4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,,,,4:05,56,1dDNz8h95Gsu0W4QdxVVln
2008,24,So What,P!nk,,,,3:35,75,0JiY190vktuhSGN6aqJdrt
2008,25,Paralyzer,Finger Eleven,,,,3:28,74,28IEbk5a7twNTbUEvWslUb
2008,26,Clumsy,Fergie,,,,4:00,60,50xeLNGKmskmYUSINhqvfa
2008,27,I'm Yours,Jason Mraz,,,"soft pop, acoustic pop",4:02,74,1EzrEOXmMH3G43AXT1y7pA
2008,28,Leavin',Jesse McCartney,,,,3:36,59,20ORwCJusz4KS2PbTPVNKo
2008,29,Dangerously In Love,Beyoncé,,,,4:53,58,0KFuXEdOp5QfIfxHR6TJSm
2008,30,Tattoo,Loreen,,,europop,3:03,79,1DmW5Ep6ywYwxc2HMT5BG6
2008,31,See You Again (feat. Kali Uchis),Tyler,The Creator,Kali Uchis,,3:00,89,7KA4W4McWYRpgf0fWsJZWB
2008,32,Shake It Off,Taylor Swift,,,,3:39,68,5xTtaWoae3wi06K5WfVUUH
2008,33,Stop And Stare,OneRepublic,,,soft pop,3:43,58,48s0QHJgmiNsth3WEO6U4M
2008,34,Take You There,Sean Kingston,,,,3:56,62,6AdLyvisRKHLAwARaZMGr6
2008,35,Paper Planes,M.I.A.,,,,3:25,79,1ixbwbeBi5ufN4noUKmW5a
2008,36,Hot N Cold,Katy Perry,,,pop,3:40,70,1y4eb6hmAvsqlDOl3fx9kk
2008,37,Live Your Life,T.I.,Rihanna,,southern hip hop,5:38,73,3jlbL2OTD5YmIunYzgQTAN
2008,38,Bust It Baby Part 2,Plies,,,southern hip hop,3:50,5,4pkyUUoPFqsZHtWe6nkEG0
2008,39,American Boy,Estelle,Kanye West,,,4:44,77,6etwirSInfuJrSOlogS6Sh
2008,40,Got Money,Lil Wayne,T-Pain,,"rap, hip hop",4:04,53,46lIt6GmL0VkkbuUyGDbCs
2008,41,Our Song,Taylor Swift,,,,3:21,66,15DeqWWQB4dcEWzJg15VrN
2008,42,Damaged Thoughts,Screwly G,,,,2:31,50,0cv3f749ZIYu44LFKCfO4U
2008,43,A Milli,Lil Wayne,,,"rap, hip hop",3:41,66,6ScJMrlpiLfZUGtWp4QIVt
2008,44,Sorry,Justin Bieber,,,,3:20,83,09CtPGIpYB4BrO8qb1RGsF
2008,45,Independent (feat. Boosie Badazz & Lil Phat),Webbie,Boosie Badazz,Lil Phat,"southern hip hop, crunk",4:10,55,0tdjTo4xacmmF7eINqaM8z
2008,46,Can't Believe It (feat. Lil' Wayne),T-Pain,Lil Wayne,,,4:33,59,4D2cYdHqk8tu65jUig4OcN
2008,47,Like You'll Never See Me Again,Alicia Keys,,,"r&b, neo soul",5:15,52,3JHDtmFdX9kdx9wz0md98U
2008,48,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,,,,3:23,59,7zMcNqs55Mxer82bvZFkpg
2008,49,When I Grow Up,The Pussycat Dolls,,,,4:05,69,21pySLskKIKrhDziCX5ojQ
2008,50,Sensual Seduction,Snoop Dogg,,,"g-funk, west coast hip hop, gangster rap, hip hop, rap",4:05,53,1wva1IlWLDNLgwipUWcmjy
2008,51,What You Got,Colby O'Donis,Akon,,,4:03,59,3MldzywZOH4Uci6bq9noyJ
2008,52,It's Not My Time,3 Doors Down,Jack Joseph Puig,,post-grunge,4:02,39,6YAVQOzPhKsP50AGIT9Ry2
2008,53,Better in Time,Leona Lewis,,,,3:54,64,2iXBZ32Fz5VDCLeE0JIdX5
2008,54,Crank That (Soulja Boy),Soulja Boy,,,,3:41,74,66TRwr5uJwPt15mfFkzhbi
2008,55,Shadow of the Day,Linkin Park,,,"nu metal, rap metal, rock, alternative metal",4:49,65,0OYcEfskah1egYHjYRvbg1
2008,56,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",Wyclef Jean,Akon,Lil Wayne,,4:01,56,4liGjmhCupa7RP9JaQELYx
2008,57,Miss Independent,Ne-Yo,,,,3:52,77,34ceTg8ChN5HjrqiIYCn9Q
2008,58,Fall For You,Secondhand Serenade,,,emo,3:03,64,0bJ7Fs6uqdILGFy8O7Stz7
