Year,Rank,Title,Artist,First Feature,Second Feature,Genres,Duration,Popularity,Spotify ID
2024,36,Wild Ones (feat. Jelly Roll),Jessie Murph,Jelly Roll,,,2:21,72.0,0kE09o4Jdeu7vqjmkV1YJP
2024,37,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,,,,3:30,81.0,6GG4yyk3UATdBfTHVgI8PB
2024,38,CARNIVAL,¥$,Kanye West,Ty Dolla $ign,,4:24,81.0,4OssqCixV2Xsxd43wMIQyS
2024,39,Houdini,Eminem,,,,3:47,80.0,2HYFX63wP3otVIvopRS99Z
2024,40,Wanna Be (with Megan Thee Stallion),GloRilla,Megan Thee Stallion,,,2:36,73.0,7mOC6phfrfz3jfigg1aGsE
2024,41,Slow It Down,Benson Boone,,,,2:41,84.0,51eSHglvG1RJXtL3qI5trr
2024,42,redrum,21 Savage,,,,4:30,81.0,52eIcoLUM25zbQupAZYoFh
2024,43,Houdini,Dua Lipa,,,,3:05,83.0,6D8y7Bck8h11byRY88Pt2z
2024,44,Yeah Glo!,GloRilla,,,,2:22,75.0,5A8xI7PN4WDe9e61xEdt94
2024,45,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,Sexyy Red,SZA,,5:19,78.0,1yeB8MUNeLo9Ek1UEpsyz6
2024,46,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,,,,3:42,84.0,6wf7Yu7cxBSPrRlWeSeK0Q
2024,47,End of Beginning,Djo,,,,2:39,88.0,3qhlB30KknSejmIvZZLjOD
2024,48,LUNCH,Billie Eilish,,,,2:59,84.0,629DixmZGHc7ILtEntuiWE
2024,49,Never Lose Me,Flo Milli,,,,2:05,73.0,2x2olWuWXpqjoeE4bO1NFS
2024,50,Lies Lies Lies,Morgan Wallen,,,,3:18,80.0,7Fzl7QaTu47WyP9R5S5mh5
2024,51,Type Shit,Future,Metro Boomin,Travis Scott,,3:48,83.0,28drn6tQo95MRvO0jQEo5C
2024,52,Gata Only,FloyyMenor,Cris Mj,,,3:42,86.0,6XjDF6nds4DE2BBbagZol6
2024,53,HOT TO GO!,Chappell Roan,,,,3:04,86.0,4xdBrk0nFZaP54vvZj0yx7
2024,54,All I Want for Christmas Is You,Mariah Carey,,,,4:01,89.0,0bYg9bo50gSsH3LtXe2SQn
2024,55,Get It Sexyy,Sexyy Red,,,,2:28,73.0,6UmKnXmG7VmYqFnmSPOfRj
2024,56,Made For Me,Muni Long,,,,3:08,69.0,0WIv5qV41y6YjjB9V1biuC
2024,57,vampire,Olivia Rodrigo,,,,3:39,82.0,1kuGVB7EU95pJObxwvfwKS
2024,58,Whatever She Wants,Bryson Tiller,,,,2:41,77.0,57wp7VFnV8X0pSVnYArGeJ
2024,59,Rockin' Around The Christmas Tree,Brenda Lee,,,,2:06,87.0,2EjXfH91m7f8HiJN1yQg97
2024,60,Pretty Little Poison,Warren Zeiders,,,,3:38,74.0,0MIp9iBm1V41ERxkZnmSUG
2024,61,First Person Shooter (feat. J. Cole),Drake,J. Cole,,,4:07,73.0,7aqfrAY2p9BUSiupwk3svU
2024,62,Die With A Smile,Lady Gaga,Bruno Mars,,,4:11,100.0,2plbrEY59IikOBgBGLjaoe
2024,63,i like the way you kiss me,Artemas,,,,2:22,83.0,2GxrNKugF82CnoRFbQfzPf
2024,64,Need A Favor,Jelly Roll,,,,3:17,73.0,07on0OB2cdPt79IFsgdRUy
2024,65,Save Me - with Lainey Wilson,Jelly Roll,Lainey Wilson,,,3:57,71.0,30LZU3ReFIndjHLfaahreM
2024,66,euphoria,Kendrick Lamar,,,,6:23,77.0,77DRzu7ERs0TX3roZcre7Q
2024,67,TRUCK BED,HARDY,,,,2:47,75.0,6CThut6kPrjot0pTJOTEer
2024,68,Jingle Bell Rock,Bobby Helms,,,,2:10,85.0,7vQbuQcyTflfCIOu3Uzzya
2024,69,Flowers,Miley Cyrus,,,,3:20,86.0,7DSAEUvxU8FajXtRloy8M0
2024,70,Where the Wild Things Are,Luke Combs,,,,3:59,80.0,0eBFgRxyVSeuT4iyrbukdn
2024,71,Everybody (feat. Lil Uzi Vert),Nicki Minaj,Lil Uzi Vert,,,3:00,66.0,5ZJGv7aGdIr9IGpxzSG18T
2024,72,La Diabla,Xavi,,,,2:52,75.0,0R6NfOiLzLj4O5VbYSJAjf
2024,73,Stargazing,Myles Smith,,,,2:52,86.0,3Vr3zh0r7ALn8VLqCiRR10
2024,74,Last Christmas,Wham!,,,,4:22,87.0,2FRnf9qhLbvw8fu4IBXx78
2024,75,I Am Not Okay,Jelly Roll,,,,3:18,75.0,3SaS0Va6o6jYkWvadT86C6
2024,76,Pour Me A Drink (Feat. Blake Shelton),Post Malone,Blake Shelton,,,3:15,73.0,0mNzElhEofvgMWAJoOA4q9
2024,77,White Horse,Chris Stapleton,,,,4:27,73.0,1DgtQlVNotingln271ZKCx
2024,78,Lil Boo Thang,Paul Russell,,,,1:54,76.0,0cVyQfDyRnMJ0V3rjjdlU3
2024,79,Good Good,USHER,Summer Walker,21 Savage,,4:07,59.0,0J1YRLYhTG1MBosjidD7OI
2024,80,act ii: date @ 8 (feat. Drake) - remix,4batz,Drake,,,3:51,70.0,3QS9ZCtoSCJhmaJ7QNXSAS
2024,81,High Road (feat. Jessie Murph),Koe Wetzel,Jessie Murph,,,2:59,72.0,1FhgmMvNlh3nJ1Ldc2eE6H
2024,82,MONACO,Bad Bunny,,,,4:27,77.0,4MjDJD8cW7iVeWInc2Bdyj
2024,83,IDGAF (feat. Yeat),Drake,Yeat,,,4:20,75.0,2YSzYUF3jWqb9YP9VXmpjE
2024,84,Burn It Down,Parker McCollum,,,,3:53,63.0,09hVlIVHtEE1nLUv6YGZiW
2024,85,fukumean,Gunna,,,,2:05,80.0,4rXLjWdF2ZZpXCVTfWcshS
2024,86,Taste,Sabrina Carpenter,,,,2:37,90.0,5G2f63n7IPVPPjfNIGih7Q
2024,87,Where It Ends,Bailey Zimmerman,,,,2:59,75.0,0wXThIDxO3YRJCpPgnmbkw
2024,88,FTCU,Nicki Minaj,,,,2:52,71.0,1a73gcEg6h6Re6hHXoVltJ
2024,89,WILDFLOWER,Billie Eilish,,,,4:21,92.0,3QaPy1KgI7nu9FJEQUgn6h
2024,90,World on Fire,Nate Smith,,,,3:09,74.0,5ya0TmUQw2wHMkq36rPsnd
2024,91,On My Mama,Victoria Monét,,,,3:04,64.0,7DswEZZthZ6piQpL25qGAM
2024,92,"yes, and?",Ariana Grande,,,,3:34,74.0,5D34wRmbFS29AjtTOP2QJe
2024,93,exes,Tate McRae,,,,2:39,82.0,4E63weMCaNZuGPEFMnuEi8
2024,94,A Holly Jolly Christmas,Burl Ives,,,,2:15,73.0,77khP2fIVhSW23NwxrRluh
2024,95,Wind Up Missin’ You,Tucker Wetmore,,,,2:46,80.0,3EO58D1YpHnTvBy68gK8HE
2024,96,Bulletproof,Nate Smith,,,,3:03,62.0,6rVuwfysYo1Bp4Hoc4YuE0
2024,97,FE!N (feat. Playboi Carti),Travis Scott,Playboi Carti,,,3:11,86.0,42VsgItocQwOQC3XWZ8JNA
2024,98,The Painter,Cody Johnson,,,,3:31,74.0,5DQU4Fmdx7Hs7pwtcZMSTK
2024,99,Down Bad,Taylor Swift,,,,4:21,73.0,2F3N9tdombb64aW6VtZOdo
2024,100,Dance The Night - From Barbie The Album,Dua Lipa,,,,2:56,79.0,1vYXt7VSjH9JIM5oRRo7vA
